# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2447
7602 E0100; Adobe-Japan1;CID+9182
7603 E0100; Adobe-Japan1;CID+9183
7604 E0100; Adobe-Japan1;CID+9184
7607 E0100; Adobe-Japan1;CID+9185
7608 E0100; Adobe-Japan1;CID+9186
7608 E0101; Adobe-Japan1;CID+17049
7609 E0100; Adobe-Japan1;CID+9187
760A E0100; Adobe-Japan1;CID+9188
760B E0100; Adobe-Japan1;CID+9189
760C E0100; Adobe-Japan1;CID+9190
760D E0100; Adobe-Japan1;CID+9191
760F E0100; Adobe-Japan1;CID+9192
7612 E0100; Adobe-Japan1;CID+9193
7613 E0100; Adobe-Japan1;CID+9194
7615 E0100; Adobe-Japan1;CID+9195
7616 E0100; Adobe-Japan1;CID+9196
7618 E0100; Adobe-Japan1;CID+9197
7619 E0100; Adobe-Japan1;CID+9198
761B E0100; Adobe-Japan1;CID+9199
761C E0100; Adobe-Japan1;CID+9200
761D E0100; Adobe-Japan1;CID+9201
761E E0100; Adobe-Japan1;CID+9202
761F E0100; Adobe-Japan1;CID+9203
7620 E0100; Adobe-Japan1;CID+9204
7621 E0100; Adobe-Japan1;CID+9205
7622 E0100; Adobe-Japan1;CID+9206
7623 E0100; Adobe-Japan1;CID+9207
7624 E0100; Adobe-Japan1;CID+9208
7625 E0100; Adobe-Japan1;CID+9209
7626 E0100; Adobe-Japan1;CID+9210
7626 E0101; Adobe-Japan1;CID+17050
7627 E0100; Adobe-Japan1;CID+9211
7628 E0100; Adobe-Japan1;CID+9212
7629 E0100; Adobe-Japan1;CID+9213
762D E0100; Adobe-Japan1;CID+9214
7630 E0100; Adobe-Japan1;CID+9215
7632 E0100; Adobe-Japan1;CID+9216
7633 E0100; Adobe-Japan1;CID+9217
7634 E0100; Adobe-Japan1;CID+9218
7635 E0100; Adobe-Japan1;CID+9219
7638 E0100; Adobe-Japan1;CID+9220
7639 E0100; Adobe-Japan1;CID+9221
763A E0100; Adobe-Japan1;CID+9222
763B E0100; Adobe-Japan1;CID+9223
763C E0100; Adobe-Japan1;CID+9224
7640 E0100; Adobe-Japan1;CID+9225
7641 E0100; Adobe-Japan1;CID+9226
7642 E0100; Adobe-Japan1;CID+9227
7643 E0100; Adobe-Japan1;CID+9228
7644 E0100; Adobe-Japan1;CID+9229
7645 E0100; Adobe-Japan1;CID+9230
7646 E0100; Adobe-Japan1;CID+9231
7647 E0100; Adobe-Japan1;CID+9232
7648 E0100; Adobe-Japan1;CID+9233
7649 E0100; Adobe-Japan1;CID+9234
764A E0100; Adobe-Japan1;CID+9235
764B E0100; Adobe-Japan1;CID+9236
764C E0100; Adobe-Japan1;CID+9237
764E E0100; Adobe-Japan1;CID+9238
7652 E0100; Adobe-Japan1;CID+9239
7652 E0101; Adobe-Japan1;CID+17051
7655 E0100; Adobe-Japan1;CID+9240
7656 E0100; Adobe-Japan1;CID+9241
7658 E0100; Adobe-Japan1;CID+9242
7659 E0100; Adobe-Japan1;CID+9243
765C E0100; Adobe-Japan1;CID+9244
765F E0100; Adobe-Japan1;CID+9245
7661 E0100; Adobe-Japan1;CID+9246
7662 E0100; Adobe-Japan1;CID+9247
7664 E0100; Adobe-Japan1;CID+9248
7664 E0101; Adobe-Japan1;CID+17052
7665 E0100; Adobe-Japan1;CID+9249
7667 E0100; Adobe-Japan1;CID+9250
7668 E0100; Adobe-Japan1;CID+9251
7669 E0100; Adobe-Japan1;CID+9252
7669 E0101; Adobe-Japan1;CID+17053
766A E0100; Adobe-Japan1;CID+9253
766C E0100; Adobe-Japan1;CID+9254
766D E0100; Adobe-Japan1;CID+9255
766E E0100; Adobe-Japan1;CID+9256
766F E0100; Adobe-Japan1;CID+9257
7670 E0100; Adobe-Japan1;CID+9258
7671 E0100; Adobe-Japan1;CID+9259
7672 E0100; Adobe-Japan1;CID+9260
7672 E0101; Adobe-Japan1;CID+17054
7674 E0100; Adobe-Japan1;CID+9261
7676 E0100; Adobe-Japan1;CID+9262
7678 E0100; Adobe-Japan1;CID+9263
767A E0100; Adobe-Japan1;CID+9264
767B E0100; Adobe-Japan1;CID+9265
767C E0100; Adobe-Japan1;CID+9266
767D E0100; Adobe-Japan1;CID+9267
767E E0100; Adobe-Japan1;CID+9268
7680 E0100; Adobe-Japan1;CID+9269
7681 E0100; Adobe-Japan1;CID+9270
7682 E0100; Adobe-Japan1;CID+9271
7683 E0100; Adobe-Japan1;CID+9272
7684 E0100; Adobe-Japan1;CID+9273
7684 E0101; Adobe-Japan1;CID+17055
7685 E0100; Adobe-Japan1;CID+9274
7686 E0100; Adobe-Japan1;CID+9275
7687 E0100; Adobe-Japan1;CID+9276
7688 E0100; Adobe-Japan1;CID+9277
768B E0100; Adobe-Japan1;CID+9278
768C E0100; Adobe-Japan1;CID+9279
768D E0100; Adobe-Japan1;CID+9280
768E E0100; Adobe-Japan1;CID+9281
7690 E0100; Adobe-Japan1;CID+9282
7693 E0100; Adobe-Japan1;CID+9283
7693 E0101; Adobe-Japan1;CID+17056
7695 E0100; Adobe-Japan1;CID+9284
7696 E0100; Adobe-Japan1;CID+9285
7699 E0100; Adobe-Japan1;CID+9286
769A E0100; Adobe-Japan1;CID+9287
769B E0100; Adobe-Japan1;CID+9288
769C E0100; Adobe-Japan1;CID+9289
769D E0100; Adobe-Japan1;CID+9290
769E E0100; Adobe-Japan1;CID+9291
769F E0100; Adobe-Japan1;CID+9292
76A0 E0100; Adobe-Japan1;CID+9293
76A1 E0100; Adobe-Japan1;CID+9294
76A2 E0100; Adobe-Japan1;CID+9295
76A3 E0100; Adobe-Japan1;CID+9296
76A4 E0100; Adobe-Japan1;CID+9297
76A5 E0100; Adobe-Japan1;CID+9298
76A6 E0100; Adobe-Japan1;CID+9299
76A7 E0100; Adobe-Japan1;CID+9300
76A8 E0100; Adobe-Japan1;CID+9301
76AA E0100; Adobe-Japan1;CID+9302
76AD E0100; Adobe-Japan1;CID+9303
76AE E0100; Adobe-Japan1;CID+9304
76AF E0100; Adobe-Japan1;CID+9305
76B0 E0100; Adobe-Japan1;CID+9306
76B4 E0100; Adobe-Japan1;CID+9307
76B6 E0100; Adobe-Japan1;CID+9308
76B7 E0100; Adobe-Japan1;CID+9309
76B8 E0100; Adobe-Japan1;CID+9310
76B9 E0100; Adobe-Japan1;CID+9311
76BA E0100; Adobe-Japan1;CID+9312
76BD E0100; Adobe-Japan1;CID+9313
76BF E0100; Adobe-Japan1;CID+9314
76C1 E0100; Adobe-Japan1;CID+9315
76C2 E0100; Adobe-Japan1;CID+9316
76C3 E0100; Adobe-Japan1;CID+9317
76C5 E0100; Adobe-Japan1;CID+9318
76C6 E0100; Adobe-Japan1;CID+9319
76C6 E0101; Adobe-Japan1;CID+17057
76C8 E0100; Adobe-Japan1;CID+9320
76C9 E0100; Adobe-Japan1;CID+9321
76CA E0100; Adobe-Japan1;CID+9322
76CA E0101; Adobe-Japan1;CID+15428
76CB E0100; Adobe-Japan1;CID+9323
76CC E0100; Adobe-Japan1;CID+9324
76CD E0100; Adobe-Japan1;CID+9325
76CE E0100; Adobe-Japan1;CID+9326
76D2 E0100; Adobe-Japan1;CID+9327
76D4 E0100; Adobe-Japan1;CID+9328
76D4 E0101; Adobe-Japan1;CID+17058
76D6 E0100; Adobe-Japan1;CID+9329
76D7 E0100; Adobe-Japan1;CID+9330
76D9 E0100; Adobe-Japan1;CID+9331
76DB E0100; Adobe-Japan1;CID+9332
76DB E0101; Adobe-Japan1;CID+17059
76DC E0100; Adobe-Japan1;CID+9333
76DE E0100; Adobe-Japan1;CID+9334
76DF E0100; Adobe-Japan1;CID+9335
76DF E0101; Adobe-Japan1;CID+17060
76E0 E0100; Adobe-Japan1;CID+9336
76E1 E0100; Adobe-Japan1;CID+9337
76E3 E0100; Adobe-Japan1;CID+9338
76E4 E0100; Adobe-Japan1;CID+9339
76E5 E0100; Adobe-Japan1;CID+9340
76E6 E0100; Adobe-Japan1;CID+9341
76E7 E0100; Adobe-Japan1;CID+9342
76E8 E0100; Adobe-Japan1;CID+9343
76EA E0100; Adobe-Japan1;CID+9344
76EB E0100; Adobe-Japan1;CID+9345
76EC E0100; Adobe-Japan1;CID+9346
76EE E0100; Adobe-Japan1;CID+9347
76F0 E0100; Adobe-Japan1;CID+9348
76F1 E0100; Adobe-Japan1;CID+9349
76F2 E0100; Adobe-Japan1;CID+9350
76F2 E0101; Adobe-Japan1;CID+17061
76F4 E0100; Adobe-Japan1;CID+9351
76F4 E0101; Adobe-Japan1;CID+17062
76F6 E0100; Adobe-Japan1;CID+9352
76F8 E0100; Adobe-Japan1;CID+9353
76F9 E0100; Adobe-Japan1;CID+9354
76FB E0100; Adobe-Japan1;CID+9355
76FC E0100; Adobe-Japan1;CID+9356
76FE E0100; Adobe-Japan1;CID+9357
7700 E0100; Adobe-Japan1;CID+9358
7701 E0100; Adobe-Japan1;CID+9359
7704 E0100; Adobe-Japan1;CID+9360
7706 E0100; Adobe-Japan1;CID+9361
7707 E0100; Adobe-Japan1;CID+9362
7708 E0100; Adobe-Japan1;CID+9363
7709 E0100; Adobe-Japan1;CID+9364
770A E0100; Adobe-Japan1;CID+9365
770B E0100; Adobe-Japan1;CID+9366
770C E0100; Adobe-Japan1;CID+9367
770E E0100; Adobe-Japan1;CID+9368
7712 E0100; Adobe-Japan1;CID+9369
7714 E0100; Adobe-Japan1;CID+9370
7715 E0100; Adobe-Japan1;CID+9371
7717 E0100; Adobe-Japan1;CID+9372
7719 E0100; Adobe-Japan1;CID+9373
771A E0100; Adobe-Japan1;CID+9374
771B E0100; Adobe-Japan1;CID+9375
771C E0100; Adobe-Japan1;CID+9376
771E E0100; Adobe-Japan1;CID+16403
771E E0101; Adobe-Japan1;CID+9377
771F E0100; Adobe-Japan1;CID+9378
771F E0101; Adobe-Japan1;CID+16404
7720 E0100; Adobe-Japan1;CID+9379
7722 E0100; Adobe-Japan1;CID+9380
7724 E0100; Adobe-Japan1;CID+9381
7725 E0100; Adobe-Japan1;CID+9382
7726 E0100; Adobe-Japan1;CID+9383
7728 E0100; Adobe-Japan1;CID+9384
7729 E0100; Adobe-Japan1;CID+9385
772D E0100; Adobe-Japan1;CID+9386
772E E0100; Adobe-Japan1;CID+9387
772F E0100; Adobe-Japan1;CID+9388
7734 E0100; Adobe-Japan1;CID+9389
7735 E0100; Adobe-Japan1;CID+9390
7736 E0100; Adobe-Japan1;CID+9391
7737 E0100; Adobe-Japan1;CID+9392
7737 E0101; Adobe-Japan1;CID+17063
7738 E0100; Adobe-Japan1;CID+9393
7739 E0100; Adobe-Japan1;CID+9394
773A E0100; Adobe-Japan1;CID+9395
773A E0101; Adobe-Japan1;CID+17064
773C E0100; Adobe-Japan1;CID+9396
773D E0100; Adobe-Japan1;CID+9397
773E E0100; Adobe-Japan1;CID+9398
7740 E0100; Adobe-Japan1;CID+9399
7742 E0100; Adobe-Japan1;CID+9400
7745 E0100; Adobe-Japan1;CID+9401
7746 E0100; Adobe-Japan1;CID+9402
7747 E0100; Adobe-Japan1;CID+9403
774A E0100; Adobe-Japan1;CID+9404
774D E0100; Adobe-Japan1;CID+9405
774E E0100; Adobe-Japan1;CID+9406
774F E0100; Adobe-Japan1;CID+9407
7752 E0100; Adobe-Japan1;CID+9408
7756 E0100; Adobe-Japan1;CID+9409
7757 E0100; Adobe-Japan1;CID+9410
7758 E0100; Adobe-Japan1;CID+9411
775A E0100; Adobe-Japan1;CID+9412
775B E0100; Adobe-Japan1;CID+9413
775C E0100; Adobe-Japan1;CID+9414
775E E0100; Adobe-Japan1;CID+9415
775F E0100; Adobe-Japan1;CID+9416
7760 E0100; Adobe-Japan1;CID+9417
7761 E0100; Adobe-Japan1;CID+9418
7762 E0100; Adobe-Japan1;CID+9419
7763 E0100; Adobe-Japan1;CID+9420
7764 E0100; Adobe-Japan1;CID+9421
7765 E0100; Adobe-Japan1;CID+9422
7766 E0100; Adobe-Japan1;CID+9423
7767 E0100; Adobe-Japan1;CID+9424
7768 E0100; Adobe-Japan1;CID+9425
776A E0100; Adobe-Japan1;CID+9426
776B E0100; Adobe-Japan1;CID+9427
776C E0100; Adobe-Japan1;CID+9428
7770 E0100; Adobe-Japan1;CID+9429
7772 E0100; Adobe-Japan1;CID+9430
7773 E0100; Adobe-Japan1;CID+9431
7774 E0100; Adobe-Japan1;CID+9432
7779 E0100; Adobe-Japan1;CID+9433
777A E0100; Adobe-Japan1;CID+9434
777C E0100; Adobe-Japan1;CID+9435
777D E0100; Adobe-Japan1;CID+9436
777E E0100; Adobe-Japan1;CID+9437
777E E0101; Adobe-Japan1;CID+17065
777F E0100; Adobe-Japan1;CID+9438
7780 E0100; Adobe-Japan1;CID+9439
7784 E0100; Adobe-Japan1;CID+9440
778B E0100; Adobe-Japan1;CID+9441
778C E0100; Adobe-Japan1;CID+9442
778D E0100; Adobe-Japan1;CID+9443
778D E0101; Adobe-Japan1;CID+17066
778E E0100; Adobe-Japan1;CID+9444
7791 E0100; Adobe-Japan1;CID+9445
7794 E0100; Adobe-Japan1;CID+9446
7795 E0100; Adobe-Japan1;CID+9447
7796 E0100; Adobe-Japan1;CID+9448
779A E0100; Adobe-Japan1;CID+9449
779E E0100; Adobe-Japan1;CID+9450
779F E0100; Adobe-Japan1;CID+9451
77A0 E0100; Adobe-Japan1;CID+9452
77A2 E0100; Adobe-Japan1;CID+9453
77A2 E0101; Adobe-Japan1;CID+17067
77A4 E0100; Adobe-Japan1;CID+9454
77A5 E0100; Adobe-Japan1;CID+16493
77A5 E0101; Adobe-Japan1;CID+9455
77A7 E0100; Adobe-Japan1;CID+9456
77A9 E0100; Adobe-Japan1;CID+9457
77AA E0100; Adobe-Japan1;CID+9458
77AC E0100; Adobe-Japan1;CID+9459
77AC E0101; Adobe-Japan1;CID+17068
77AD E0100; Adobe-Japan1;CID+9460
77AE E0100; Adobe-Japan1;CID+9461
77AF E0100; Adobe-Japan1;CID+9462
77B0 E0100; Adobe-Japan1;CID+9463
77B1 E0100; Adobe-Japan1;CID+9464
77B3 E0100; Adobe-Japan1;CID+9465
77B5 E0100; Adobe-Japan1;CID+9466
77B6 E0100; Adobe-Japan1;CID+9467
77B7 E0100; Adobe-Japan1;CID+9468
77B9 E0100; Adobe-Japan1;CID+9469
77BB E0100; Adobe-Japan1;CID+9470
77BC E0100; Adobe-Japan1;CID+9471
77BD E0100; Adobe-Japan1;CID+9472
77BE E0100; Adobe-Japan1;CID+9473
77BF E0100; Adobe-Japan1;CID+9474
77C3 E0100; Adobe-Japan1;CID+9475
77C7 E0100; Adobe-Japan1;CID+9476
77C9 E0100; Adobe-Japan1;CID+9477
77CD E0100; Adobe-Japan1;CID+9478
77D1 E0100; Adobe-Japan1;CID+9479
77D2 E0100; Adobe-Japan1;CID+9480
77D5 E0100; Adobe-Japan1;CID+9481
77D7 E0100; Adobe-Japan1;CID+9482
77D9 E0100; Adobe-Japan1;CID+9483
77DA E0100; Adobe-Japan1;CID+9484
77DB E0100; Adobe-Japan1;CID+9485
77DC E0100; Adobe-Japan1;CID+9486
77DE E0100; Adobe-Japan1;CID+9487
77DF E0100; Adobe-Japan1;CID+9488
77E0 E0100; Adobe-Japan1;CID+9489
77E2 E0100; Adobe-Japan1;CID+9490
77E3 E0100; Adobe-Japan1;CID+9491
77E4 E0100; Adobe-Japan1;CID+9492
77E5 E0100; Adobe-Japan1;CID+9493
77E6 E0100; Adobe-Japan1;CID+9494
77E7 E0100; Adobe-Japan1;CID+9495
77E9 E0100; Adobe-Japan1;CID+9496
77E9 E0101; Adobe-Japan1;CID+17069
77EA E0100; Adobe-Japan1;CID+9497
77EC E0100; Adobe-Japan1;CID+9498
77ED E0100; Adobe-Japan1;CID+9499
77EE E0100; Adobe-Japan1;CID+9500
77EF E0100; Adobe-Japan1;CID+9501
77F0 E0100; Adobe-Japan1;CID+9502
77F1 E0100; Adobe-Japan1;CID+9503
77F3 E0100; Adobe-Japan1;CID+9504
77F4 E0100; Adobe-Japan1;CID+9505
77F8 E0100; Adobe-Japan1;CID+9506
77FB E0100; Adobe-Japan1;CID+9507
77FC E0100; Adobe-Japan1;CID+9508
7802 E0100; Adobe-Japan1;CID+9509
7805 E0100; Adobe-Japan1;CID+9510
7806 E0100; Adobe-Japan1;CID+9511
7809 E0100; Adobe-Japan1;CID+9512
780C E0100; Adobe-Japan1;CID+9513
780D E0100; Adobe-Japan1;CID+9514
780E E0100; Adobe-Japan1;CID+9515
7811 E0100; Adobe-Japan1;CID+9516
7812 E0100; Adobe-Japan1;CID+9517
7814 E0100; Adobe-Japan1;CID+9518
7815 E0100; Adobe-Japan1;CID+9519
7819 E0100; Adobe-Japan1;CID+9520
781D E0100; Adobe-Japan1;CID+9521
7820 E0100; Adobe-Japan1;CID+9522
7821 E0100; Adobe-Japan1;CID+9523
7822 E0100; Adobe-Japan1;CID+9524
7823 E0100; Adobe-Japan1;CID+9525
7825 E0100; Adobe-Japan1;CID+9526
7826 E0100; Adobe-Japan1;CID+9527
7827 E0100; Adobe-Japan1;CID+9528
782C E0100; Adobe-Japan1;CID+9529
782D E0100; Adobe-Japan1;CID+9530
782E E0100; Adobe-Japan1;CID+9531
7830 E0100; Adobe-Japan1;CID+9532
7832 E0100; Adobe-Japan1;CID+9533
7832 E0101; Adobe-Japan1;CID+17070
7834 E0100; Adobe-Japan1;CID+9534
7835 E0100; Adobe-Japan1;CID+9535
7837 E0100; Adobe-Japan1;CID+9536
783A E0100; Adobe-Japan1;CID+9537
783A E0101; Adobe-Japan1;CID+17071
783F E0100; Adobe-Japan1;CID+9538
7843 E0100; Adobe-Japan1;CID+9539
7844 E0100; Adobe-Japan1;CID+9540
7845 E0100; Adobe-Japan1;CID+9541
7847 E0100; Adobe-Japan1;CID+9542
7848 E0100; Adobe-Japan1;CID+9543
784C E0100; Adobe-Japan1;CID+9544
784E E0100; Adobe-Japan1;CID+9545
784F E0100; Adobe-Japan1;CID+9546
7851 E0100; Adobe-Japan1;CID+9547
7852 E0100; Adobe-Japan1;CID+9548
785C E0100; Adobe-Japan1;CID+9549
785D E0100; Adobe-Japan1;CID+9550
785D E0101; Adobe-Japan1;CID+17072
785E E0100; Adobe-Japan1;CID+9551
7860 E0100; Adobe-Japan1;CID+9552
7861 E0100; Adobe-Japan1;CID+9553
7863 E0100; Adobe-Japan1;CID+9554
7864 E0100; Adobe-Japan1;CID+9555
7868 E0100; Adobe-Japan1;CID+9556
786A E0100; Adobe-Japan1;CID+9557
786B E0100; Adobe-Japan1;CID+9558
786C E0100; Adobe-Japan1;CID+9559
786C E0101; Adobe-Japan1;CID+17073
786E E0100; Adobe-Japan1;CID+9560
786F E0100; Adobe-Japan1;CID+9561
7872 E0100; Adobe-Japan1;CID+9562
7874 E0100; Adobe-Japan1;CID+9563
787A E0100; Adobe-Japan1;CID+9564
787C E0100; Adobe-Japan1;CID+9565
787C E0101; Adobe-Japan1;CID+17074
787E E0100; Adobe-Japan1;CID+9566
7881 E0100; Adobe-Japan1;CID+9567
7886 E0100; Adobe-Japan1;CID+9568
7887 E0100; Adobe-Japan1;CID+9569
788A E0100; Adobe-Japan1;CID+9570
788C E0100; Adobe-Japan1;CID+9571
788D E0100; Adobe-Japan1;CID+9572
788E E0100; Adobe-Japan1;CID+9573
788F E0100; Adobe-Japan1;CID+9574
7891 E0100; Adobe-Japan1;CID+15478
7891 E0101; Adobe-Japan1;CID+9575
7893 E0100; Adobe-Japan1;CID+9576
7894 E0100; Adobe-Japan1;CID+9577
7895 E0100; Adobe-Japan1;CID+9578
7897 E0100; Adobe-Japan1;CID+9579
7898 E0100; Adobe-Japan1;CID+9580
789A E0100; Adobe-Japan1;CID+9581
789D E0100; Adobe-Japan1;CID+9582
789E E0100; Adobe-Japan1;CID+9583
789F E0100; Adobe-Japan1;CID+9584
78A1 E0100; Adobe-Japan1;CID+9585
78A3 E0100; Adobe-Japan1;CID+9586
78A4 E0100; Adobe-Japan1;CID+9587
78A7 E0100; Adobe-Japan1;CID+9588
78A8 E0100; Adobe-Japan1;CID+9589
78A9 E0100; Adobe-Japan1;CID+9590
78AA E0100; Adobe-Japan1;CID+9591
78AC E0100; Adobe-Japan1;CID+9592
78AD E0100; Adobe-Japan1;CID+9593
78AF E0100; Adobe-Japan1;CID+9594
78B0 E0100; Adobe-Japan1;CID+9595
78B1 E0100; Adobe-Japan1;CID+9596
78B2 E0100; Adobe-Japan1;CID+9597
78B3 E0100; Adobe-Japan1;CID+9598
78B5 E0100; Adobe-Japan1;CID+9599
78BA E0100; Adobe-Japan1;CID+9600
78BB E0100; Adobe-Japan1;CID+9601
78BC E0100; Adobe-Japan1;CID+9602
78BD E0100; Adobe-Japan1;CID+9603
78BE E0100; Adobe-Japan1;CID+9604
78BF E0100; Adobe-Japan1;CID+9605
78C1 E0100; Adobe-Japan1;CID+9606
78C5 E0100; Adobe-Japan1;CID+9607
78C6 E0100; Adobe-Japan1;CID+9608
78C7 E0100; Adobe-Japan1;CID+9609
78C8 E0100; Adobe-Japan1;CID+9610
78C9 E0100; Adobe-Japan1;CID+9611
78CA E0100; Adobe-Japan1;CID+9612
78CB E0100; Adobe-Japan1;CID+9613
78CC E0100; Adobe-Japan1;CID+9614
78CE E0100; Adobe-Japan1;CID+9615
78D0 E0100; Adobe-Japan1;CID+9616
78D1 E0100; Adobe-Japan1;CID+9617
78D2 E0100; Adobe-Japan1;CID+9618
78D3 E0100; Adobe-Japan1;CID+9619
78D4 E0100; Adobe-Japan1;CID+9620
78D4 E0101; Adobe-Japan1;CID+17075
78D5 E0100; Adobe-Japan1;CID+9621
78D6 E0100; Adobe-Japan1;CID+9622
78DA E0100; Adobe-Japan1;CID+9623
78DB E0100; Adobe-Japan1;CID+9624
78DF E0100; Adobe-Japan1;CID+9625
78E0 E0100; Adobe-Japan1;CID+9626
78E1 E0100; Adobe-Japan1;CID+9627
78E4 E0100; Adobe-Japan1;CID+9628
78E6 E0100; Adobe-Japan1;CID+9629
78E7 E0100; Adobe-Japan1;CID+9630
78E8 E0100; Adobe-Japan1;CID+9631
78E8 E0101; Adobe-Japan1;CID+17076
78EA E0100; Adobe-Japan1;CID+9632
78EC E0100; Adobe-Japan1;CID+9633
78EF E0100; Adobe-Japan1;CID+9634
78EF E0101; Adobe-Japan1;CID+17077
78F2 E0100; Adobe-Japan1;CID+9635
78F3 E0100; Adobe-Japan1;CID+9636
78F4 E0100; Adobe-Japan1;CID+9637
78F6 E0100; Adobe-Japan1;CID+9638
78F7 E0100; Adobe-Japan1;CID+9639
78F9 E0100; Adobe-Japan1;CID+9640
78FA E0100; Adobe-Japan1;CID+9641
78FB E0100; Adobe-Japan1;CID+9642
78FD E0100; Adobe-Japan1;CID+9643
78FE E0100; Adobe-Japan1;CID+9644
78FF E0100; Adobe-Japan1;CID+9645
7900 E0100; Adobe-Japan1;CID+9646
7901 E0100; Adobe-Japan1;CID+9647
7906 E0100; Adobe-Japan1;CID+9648
7907 E0100; Adobe-Japan1;CID+9649
790C E0100; Adobe-Japan1;CID+9650
790E E0100; Adobe-Japan1;CID+9651
7910 E0100; Adobe-Japan1;CID+9652
7911 E0100; Adobe-Japan1;CID+9653
7912 E0100; Adobe-Japan1;CID+9654
7919 E0100; Adobe-Japan1;CID+9655
791A E0100; Adobe-Japan1;CID+9656
791B E0100; Adobe-Japan1;CID+9657
791C E0100; Adobe-Japan1;CID+9658
791E E0100; Adobe-Japan1;CID+9659
791F E0100; Adobe-Japan1;CID+9660
7920 E0100; Adobe-Japan1;CID+9661
7925 E0100; Adobe-Japan1;CID+9662
7926 E0100; Adobe-Japan1;CID+9663
7927 E0100; Adobe-Japan1;CID+9664
7928 E0100; Adobe-Japan1;CID+9665
7929 E0100; Adobe-Japan1;CID+9666
792A E0100; Adobe-Japan1;CID+9667
792A E0101; Adobe-Japan1;CID+17078
792B E0100; Adobe-Japan1;CID+9668
792C E0100; Adobe-Japan1;CID+9669
792D E0100; Adobe-Japan1;CID+9670
792E E0100; Adobe-Japan1;CID+9671
7930 E0100; Adobe-Japan1;CID+9672
7931 E0100; Adobe-Japan1;CID+9673
7934 E0100; Adobe-Japan1;CID+9674
7934 E0101; Adobe-Japan1;CID+17079
7935 E0100; Adobe-Japan1;CID+9675
793A E0100; Adobe-Japan1;CID+17080
793A E0101; Adobe-Japan1;CID+9676
793B E0100; Adobe-Japan1;CID+9677
793C E0100; Adobe-Japan1;CID+9678
793C E0101; Adobe-Japan1;CID+15429
793D E0100; Adobe-Japan1;CID+9679
793E E0100; Adobe-Japan1;CID+9680
793E E0101; Adobe-Japan1;CID+15479
793F E0100; Adobe-Japan1;CID+9681
7940 E0100; Adobe-Japan1;CID+9682
7940 E0101; Adobe-Japan1;CID+17081
7941 E0100; Adobe-Japan1;CID+16494
7941 E0101; Adobe-Japan1;CID+9683
7942 E0100; Adobe-Japan1;CID+9684
7944 E0100; Adobe-Japan1;CID+9685
7945 E0100; Adobe-Japan1;CID+9686
7946 E0100; Adobe-Japan1;CID+9687
7947 E0100; Adobe-Japan1;CID+16495
7947 E0101; Adobe-Japan1;CID+9688
7948 E0100; Adobe-Japan1;CID+15481
7948 E0101; Adobe-Japan1;CID+9689
7949 E0100; Adobe-Japan1;CID+9690
7949 E0101; Adobe-Japan1;CID+15480
794A E0100; Adobe-Japan1;CID+9691
794B E0100; Adobe-Japan1;CID+9692
794F E0100; Adobe-Japan1;CID+9693
7950 E0100; Adobe-Japan1;CID+15482
7950 E0101; Adobe-Japan1;CID+9694
7951 E0100; Adobe-Japan1;CID+9695
7953 E0100; Adobe-Japan1;CID+9696
7953 E0101; Adobe-Japan1;CID+15402
7953 E0102; Adobe-Japan1;CID+17082
7954 E0100; Adobe-Japan1;CID+9697
7955 E0100; Adobe-Japan1;CID+9698
7956 E0100; Adobe-Japan1;CID+9699
7956 E0101; Adobe-Japan1;CID+15483
7957 E0100; Adobe-Japan1;CID+9700
7958 E0100; Adobe-Japan1;CID+9701
795A E0100; Adobe-Japan1;CID+9702
795B E0100; Adobe-Japan1;CID+9703
795C E0100; Adobe-Japan1;CID+9704
795D E0100; Adobe-Japan1;CID+15484
795D E0101; Adobe-Japan1;CID+9705
795E E0100; Adobe-Japan1;CID+15430
795E E0101; Adobe-Japan1;CID+9706
795F E0100; Adobe-Japan1;CID+9707
7960 E0100; Adobe-Japan1;CID+9708
7962 E0100; Adobe-Japan1;CID+9709
7962 E0101; Adobe-Japan1;CID+17083
7965 E0100; Adobe-Japan1;CID+15431
7965 E0101; Adobe-Japan1;CID+9710
7967 E0100; Adobe-Japan1;CID+9711
7968 E0100; Adobe-Japan1;CID+9712
7969 E0100; Adobe-Japan1;CID+9713
796B E0100; Adobe-Japan1;CID+9714
796D E0100; Adobe-Japan1;CID+9715
7972 E0100; Adobe-Japan1;CID+9716
7977 E0100; Adobe-Japan1;CID+9717
7979 E0100; Adobe-Japan1;CID+9718
797A E0100; Adobe-Japan1;CID+9719
797B E0100; Adobe-Japan1;CID+9720
797C E0100; Adobe-Japan1;CID+9721
797E E0100; Adobe-Japan1;CID+9722
797F E0100; Adobe-Japan1;CID+9723
7980 E0100; Adobe-Japan1;CID+9724
7981 E0100; Adobe-Japan1;CID+9725
7984 E0100; Adobe-Japan1;CID+9726
7985 E0100; Adobe-Japan1;CID+9727
798A E0100; Adobe-Japan1;CID+9728
798B E0100; Adobe-Japan1;CID+9729
798C E0100; Adobe-Japan1;CID+9730
798D E0100; Adobe-Japan1;CID+15485
798D E0101; Adobe-Japan1;CID+9731
798E E0100; Adobe-Japan1;CID+9732
798E E0101; Adobe-Japan1;CID+15486
798F E0100; Adobe-Japan1;CID+9733
798F E0101; Adobe-Japan1;CID+15432
7991 E0100; Adobe-Japan1;CID+9734
7993 E0100; Adobe-Japan1;CID+9735
